seed,variant,metric,value
13,quota_dense3_hkvm2,latency_seconds,0.0
13,quota_dense3_hkvm2,mrr,0.9243729569252864
13,quota_dense3_hkvm2,recall@10,100.0
13,quota_dense3_hkvm2,recall@5,85.32748143146523
13,controller_dense_only,all_recall@10,100.0
13,controller_dense_only,all_recall@5,67.26536124240378
13,controller_dense_only,answer_support_rate,79.51384199864957
13,controller_dense_only,avg_retrieval_tokens,450.9158676569885
13,controller_dense_only,em,79.51384199864957
13,controller_dense_only,f1,79.74692302914804
13,controller_dense_only,gold_rank,1.2469952734638758
13,controller_dense_only,latency_seconds,0.0
13,controller_dense_only,mrr,0.9238357823435474
13,controller_dense_only,recall@10,100.0
13,controller_dense_only,recall@5,83.11276164753545
13,controller_hkvm_only,all_recall@10,100.0
13,controller_hkvm_only,all_recall@5,74.07157326130992
13,controller_hkvm_only,answer_support_rate,82.68737339635382
13,controller_hkvm_only,avg_retrieval_tokens,439.50708980418636
13,controller_hkvm_only,em,82.68737339635382
13,controller_hkvm_only,f1,82.90764838600164
13,controller_hkvm_only,gold_rank,1.4411883862255233
13,controller_hkvm_only,latency_seconds,0.0
13,controller_hkvm_only,mrr,0.8699920688509479
13,controller_hkvm_only,recall@10,100.0
13,controller_hkvm_only,recall@5,85.99594868332208
13,controller_dense_hkvm,all_recall@10,100.0
13,controller_dense_hkvm,all_recall@5,79.63538149898717
13,controller_dense_hkvm,answer_support_rate,85.63133018230926
13,controller_dense_hkvm,avg_retrieval_tokens,440.8615800135044
13,controller_dense_hkvm,em,85.63133018230926
13,controller_dense_hkvm,f1,85.82036945315251
13,controller_dense_hkvm,gold_rank,1.1931127616475354
13,controller_dense_hkvm,latency_seconds,0.0
13,controller_dense_hkvm,mrr,0.9313467948511838
13,controller_dense_hkvm,recall@10,100.0
13,controller_dense_hkvm,recall@5,89.59486833220797
29,colbertv2,all_recall@10,100.0
29,colbertv2,all_recall@5,68.19716407832546
29,colbertv2,answer_support_rate,79.63538149898717
29,colbertv2,avg_retrieval_tokens,438.21404456448346
29,colbertv2,em,79.63538149898717
29,colbertv2,f1,79.84400128960641
29,colbertv2,gold_rank,1.2461850101282916
29,colbertv2,latency_seconds,0.0
29,colbertv2,mrr,0.9238724371134904
29,colbertv2,recall@10,100.0
29,colbertv2,recall@5,83.60567184334909
29,phase1c_mlp_topk_4,all_recall@10,96.43484132343012
29,phase1c_mlp_topk_4,all_recall@5,74.00405131667792
29,phase1c_mlp_topk_4,answer_support_rate,82.60634706279541
29,phase1c_mlp_topk_4,avg_retrieval_tokens,438.2033760972316
29,phase1c_mlp_topk_4,em,82.60634706279541
29,phase1c_mlp_topk_4,f1,82.82840315078072
29,phase1c_mlp_topk_4,gold_rank,1.437407157326131
29,phase1c_mlp_topk_4,latency_seconds,0.0
29,phase1c_mlp_topk_4,mrr,0.8680163553154775
29,phase1c_mlp_topk_4,recall@10,98.17690749493586
29,phase1c_mlp_topk_4,recall@5,85.97569209993247
29,rrf_dense_hkvm,all_recall@10,100.0
29,rrf_dense_hkvm,all_recall@5,75.96218771100608
29,rrf_dense_hkvm,answer_support_rate,83.09250506414585
29,rrf_dense_hkvm,avg_retrieval_tokens,432.77812288993925
29,rrf_dense_hkvm,em,83.09250506414585
29,rrf_dense_hkvm,f1,83.27612273556986
29,rrf_dense_hkvm,gold_rank,1.2555030384875085
29,rrf_dense_hkvm,latency_seconds,0.0
29,rrf_dense_hkvm,mrr,0.9166331200497304
29,rrf_dense_hkvm,recall@10,100.0
29,rrf_dense_hkvm,recall@5,87.5219446320054
29,rrf_dense_hkvm_bm25,all_recall@10,100.0
29,rrf_dense_hkvm_bm25,all_recall@5,75.96218771100608
29,rrf_dense_hkvm_bm25,answer_support_rate,83.09250506414585
29,rrf_dense_hkvm_bm25,avg_retrieval_tokens,432.77812288993925
29,rrf_dense_hkvm_bm25,em,83.09250506414585
29,rrf_dense_hkvm_bm25,f1,83.27612273556986
29,rrf_dense_hkvm_bm25,gold_rank,1.2555030384875085
29,rrf_dense_hkvm_bm25,latency_seconds,0.0
29,rrf_dense_hkvm_bm25,mrr,0.9166331200497304
29,rrf_dense_hkvm_bm25,recall@10,100.0
29,rrf_dense_hkvm_bm25,recall@5,87.5219446320054
29,quota_dense4_hkvm1,all_recall@10,100.0
29,quota_dense4_hkvm1,all_recall@5,71.39770425388251
29,quota_dense4_hkvm1,answer_support_rate,80.64821066846726
29,quota_dense4_hkvm1,avg_retrieval_tokens,437.5905469277515
29,quota_dense4_hkvm1,em,80.64821066846726
29,quota_dense4_hkvm1,f1,80.85427798117952
29,quota_dense4_hkvm1,gold_rank,1.2407832545577313
29,quota_dense4_hkvm1,latency_seconds,0.0
29,quota_dense4_hkvm1,mrr,0.9240210925693707
29,quota_dense4_hkvm1,recall@10,100.0
29,quota_dense4_hkvm1,recall@5,85.34773801485483
29,quota_dense3_hkvm2,all_recall@10,100.0
29,quota_dense3_hkvm2,all_recall@5,71.42471303173531
29,quota_dense3_hkvm2,answer_support_rate,80.68872383524645
29,quota_dense3_hkvm2,avg_retrieval_tokens,437.6293045239703
29,quota_dense3_hkvm2,em,80.68872383524645
29,quota_dense3_hkvm2,f1,80.89479114795873
29,quota_dense3_hkvm2,gold_rank,1.2337609723160028
29,quota_dense3_hkvm2,latency_seconds,0.0
29,quota_dense3_hkvm2,mrr,0.9243722066814571
29,quota_dense3_hkvm2,recall@10,100.0
29,quota_dense3_hkvm2,recall@5,85.36124240378123
29,controller_dense_only,all_recall@10,100.0
29,controller_dense_only,all_recall@5,67.4544226873734
29,controller_dense_only,answer_support_rate,79.72991222147198
29,controller_dense_only,avg_retrieval_tokens,452.84550979068194
29,controller_dense_only,em,79.72991222147198
29,controller_dense_only,f1,79.96714005422663
29,controller_dense_only,gold_rank,1.2469952734638758
29,controller_dense_only,latency_seconds,0.0
29,controller_dense_only,mrr,0.9238453747467927
29,controller_dense_only,recall@10,100.0
29,controller_dense_only,recall@5,83.20054017555705
29,controller_hkvm_only,all_recall@10,100.0
29,controller_hkvm_only,all_recall@5,74.00405131667792
29,controller_hkvm_only,answer_support_rate,82.60634706279541
29,controller_hkvm_only,avg_retrieval_tokens,438.6135043889264
29,controller_hkvm_only,em,82.60634706279541
29,controller_hkvm_only,f1,82.82840315078072
29,controller_hkvm_only,gold_rank,1.4445644834571236
29,controller_hkvm_only,latency_seconds,0.0
29,controller_hkvm_only,mrr,0.86810826018456
29,controller_hkvm_only,recall@10,100.0
29,controller_hkvm_only,recall@5,85.97569209993247
29,controller_dense_hkvm,all_recall@10,100.0
29,controller_dense_hkvm,all_recall@5,79.47332883187036
29,controller_dense_hkvm,answer_support_rate,85.46927751519243
29,controller_dense_hkvm,avg_retrieval_tokens,437.8422687373396
29,controller_dense_hkvm,em,85.46927751519243
29,controller_dense_hkvm,f1,85.65647265522465
29,controller_dense_hkvm,gold_rank,1.2340310600945308
29,controller_dense_hkvm,latency_seconds,0.0
29,controller_dense_hkvm,mrr,0.9196178043578449
29,controller_dense_hkvm,recall@10,100.0
29,controller_dense_hkvm,recall@5,89.46657663740716
43,colbertv2,all_recall@10,100.0
43,colbertv2,all_recall@5,68.19716407832546
43,colbertv2,answer_support_rate,79.63538149898717
43,colbertv2,avg_retrieval_tokens,438.21404456448346
43,colbertv2,em,79.63538149898717
43,colbertv2,f1,79.84400128960641
43,colbertv2,gold_rank,1.2461850101282916
43,colbertv2,latency_seconds,0.0
43,colbertv2,mrr,0.9238724371134904
43,colbertv2,recall@10,100.0
43,colbertv2,recall@5,83.60567184334909
43,phase1c_mlp_topk_4,all_recall@10,96.47535449020931
43,phase1c_mlp_topk_4,all_recall@5,74.22012153950034
43,phase1c_mlp_topk_4,answer_support_rate,82.82241728561783
43,phase1c_mlp_topk_4,avg_retrieval_tokens,439.4837272113437
43,phase1c_mlp_topk_4,em,82.82241728561783
43,phase1c_mlp_topk_4,f1,83.0512245937237
43,phase1c_mlp_topk_4,gold_rank,1.4241728561782578
43,phase1c_mlp_topk_4,latency_seconds,0.0
43,phase1c_mlp_topk_4,mrr,0.8711444433726675
43,phase1c_mlp_topk_4,recall@10,98.19041188386225
43,phase1c_mlp_topk_4,recall@5,86.10398379473328
43,rrf_dense_hkvm,all_recall@10,100.0
43,rrf_dense_hkvm,all_recall@5,76.07022282241729
43,rrf_dense_hkvm,answer_support_rate,83.10600945307225
43,rrf_dense_hkvm,avg_retrieval_tokens,433.00054017555703
43,rrf_dense_hkvm,em,83.10600945307225
43,rrf_dense_hkvm,f1,83.298773091441
43,rrf_dense_hkvm,gold_rank,1.2522619851451722
43,rrf_dense_hkvm,latency_seconds,0.0
43,rrf_dense_hkvm,mrr,0.9173111797048327
43,rrf_dense_hkvm,recall@10,100.0
43,rrf_dense_hkvm,recall@5,87.609723160027
43,rrf_dense_hkvm_bm25,all_recall@10,100.0
43,rrf_dense_hkvm_bm25,all_recall@5,76.07022282241729
43,rrf_dense_hkvm_bm25,answer_support_rate,83.10600945307225
43,rrf_dense_hkvm_bm25,avg_retrieval_tokens,433.00054017555703
43,rrf_dense_hkvm_bm25,em,83.10600945307225
43,rrf_dense_hkvm_bm25,f1,83.298773091441
43,rrf_dense_hkvm_bm25,gold_rank,1.2522619851451722
43,rrf_dense_hkvm_bm25,latency_seconds,0.0
43,rrf_dense_hkvm_bm25,mrr,0.9173111797048327
43,rrf_dense_hkvm_bm25,recall@10,100.0
43,rrf_dense_hkvm_bm25,recall@5,87.609723160027
43,quota_dense4_hkvm1,all_recall@10,100.0
43,quota_dense4_hkvm1,all_recall@5,71.41120864280892
43,quota_dense4_hkvm1,answer_support_rate,80.70222822417286
43,quota_dense4_hkvm1,avg_retrieval_tokens,437.74692775151925
43,quota_dense4_hkvm1,em,80.70222822417286
43,quota_dense4_hkvm1,f1,80.9112965122021
43,quota_dense4_hkvm1,gold_rank,1.2411883862255233
43,quota_dense4_hkvm1,latency_seconds,0.0
43,quota_dense4_hkvm1,mrr,0.9240109642776759
43,quota_dense4_hkvm1,recall@10,100.0
43,quota_dense4_hkvm1,recall@5,85.34773801485483
43,quota_dense3_hkvm2,all_recall@10,100.0
43,quota_dense3_hkvm2,all_recall@5,71.43821742066172
43,quota_dense3_hkvm2,answer_support_rate,80.74274139095206
43,quota_dense3_hkvm2,avg_retrieval_tokens,437.7910871033086
43,quota_dense3_hkvm2,em,80.74274139095206
43,quota_dense3_hkvm2,f1,80.9518096789813
43,quota_dense3_hkvm2,gold_rank,1.2348413234301148
43,quota_dense3_hkvm2,latency_seconds,0.0
43,quota_dense3_hkvm2,mrr,0.9243283174174464
43,quota_dense3_hkvm2,recall@10,100.0
43,quota_dense3_hkvm2,recall@5,85.36124240378123
43,controller_dense_only,all_recall@10,100.0
43,controller_dense_only,all_recall@5,67.4814314652262
43,controller_dense_only,answer_support_rate,79.77042538825118
43,controller_dense_only,avg_retrieval_tokens,458.23916272788654
43,controller_dense_only,em,79.77042538825118
43,controller_dense_only,f1,80.01409553042309
43,controller_dense_only,gold_rank,1.249291019581364
43,controller_dense_only,latency_seconds,0.0
43,controller_dense_only,mrr,0.9237581856960655
43,controller_dense_only,recall@10,100.0
43,controller_dense_only,recall@5,83.13301823092505
43,controller_hkvm_only,all_recall@10,100.0
43,controller_hkvm_only,all_recall@5,74.22012153950034
43,controller_hkvm_only,answer_support_rate,82.82241728561783
43,controller_hkvm_only,avg_retrieval_tokens,439.8525320729237
43,controller_hkvm_only,em,82.82241728561783
43,controller_hkvm_only,f1,83.0512245937237
43,controller_hkvm_only,gold_rank,1.4291694800810264
43,controller_hkvm_only,latency_seconds,0.0
43,controller_hkvm_only,mrr,0.871317803286068
43,controller_hkvm_only,recall@10,100.0
43,controller_hkvm_only,recall@5,86.10398379473328
43,controller_dense_hkvm,all_recall@10,100.0
43,controller_dense_hkvm,all_recall@5,80.22957461174882
43,controller_dense_hkvm,answer_support_rate,85.77987846049966
43,controller_dense_hkvm,avg_retrieval_tokens,442.8044564483457
43,controller_dense_hkvm,em,85.77987846049966
43,controller_dense_hkvm,f1,85.9530252286172
43,controller_dense_hkvm,gold_rank,1.1908170155300473
43,controller_dense_hkvm,latency_seconds,0.0
43,controller_dense_hkvm,mrr,0.9329154475204442
43,controller_dense_hkvm,recall@10,100.0
43,controller_dense_hkvm,recall@5,89.85820391627279
